ptl,etal,energyl,ptj,etaj,energyj,massj,mjj,rjj,rjl,met,n21_1,n21_2,n32_1,n32_2,infl,drfl
332.92,-0.231039,341.845,206.043,0.670463,254.565,15.1396,184.665,1.03448,0.902859,862.994,0.194243,0.269381,0.384972,0.420885,376.507,1.99907
256.409,0.900004,367.457,120.657,1.11184,205.109,27.6246,230.473,1.96915,0.906658,55.5041,0,0.287775,0.406675,0.597574,221.344,2.11546
156.887,1.80438,489.548,144.825,0.891827,206.723,12.6003,91.5933,2.283,0.945128,833.139,0.0455484,0.104926,0.274882,0.405104,132.457,1.99555
108.856,-1.75192,323.253,74.0885,-0.688102,94.0536,17.9155,79.0477,1.07421,1.58857,265.962,0.30904,0.421001,0.446395,0.61257,751.977,2.11049
136.368,0.771482,179.003,246.822,-1.28929,482.289,16.6271,272.979,0.672341,3.50126,231.037,0.0633847,0.261737,0.00769003,0.206249,61.7448,2.14591
426.983,-0.0252415,427.119,368.334,0.283078,384.864,35.8501,829.513,2.06778,0.308586,1736.88,0,0.319437,0.209835,0.436488,1032.59,2.38409
246.368,1.8428,797.319,200.941,-0.0311421,203,28.1507,333.308,1.64929,3.03694,552.731,0.141616,0.440011,0.465574,0.807378,842.526,3.45906
147.66,0.260466,152.697,244.274,-1.15269,426.864,36.0357,330.384,2.32564,1.49646,762.269,0.249453,0.32583,0.369428,0.682809,140.451,0.249722
243.993,-0.406813,264.463,224.782,-2.2761,1106.38,26.3802,253.601,1.33875,3.64426,1594.83,0.0443838,0.255389,0.362062,0.403185,485.072,2.88493
148.81,-2.1026,618.275,147.165,-0.71389,187.026,16.6226,105.249,1.60548,1.38877,1213.61,0.0360078,0.295783,0,0.365814,119.068,1.99053
195.461,-0.929025,286.055,215.319,0.430785,236.682,22.5139,384.723,2.74844,3.42151,526.045,0.570895,0.620681,0.550738,0.647702,60.4575,0.773653
401.364,1.46616,915.79,422.091,1.55397,1043.93,46.2245,116.406,2.63889,0.087815,1767.58,0.501519,0.513116,0.209996,0.386048,283.524,2.89724
261.856,1.50303,617.684,362.921,0.00509085,370.506,74.5631,214.874,1.0905,3.2567,95.6881,0.157983,0.342211,0.459606,0.750374,232.289,1.64592
178.649,0.0765554,179.172,175.696,-0.523958,201.308,19.4179,314.093,0.986935,2.55976,388.278,0.246451,0.446151,0.580915,0.589787,221.842,2.61131
200.616,-1.30065,395.618,677.682,-0.565233,790.172,45.6842,665.675,0.682047,2.91729,372.703,0.111256,0.316362,0.421482,0.833437,306.305,1.39409
295.406,0.197162,301.166,308.729,-0.947481,459.129,32.3576,166.36,0.747795,1.16765,194.66,0.113388,0.187557,0.0963343,0.609707,372.834,2.80483
242.393,0.324573,255.274,153.465,0.551417,179.564,27.8347,128.377,0.824258,0.37449,805.888,0.319639,0.414672,0.479433,0.553585,231.322,2.72106
137.085,-0.358425,145.985,107.79,-0.161127,112.183,25.7325,104.053,0.939761,2.10241,141.681,0,0.218673,0.128144,0.270086,437.01,0.79684
216.14,0.343001,228.979,302.21,1.52563,727.984,22.1213,244.995,2.15346,1.19111,715.29,0.206099,0.241781,0.169207,0.257558,678.569,1.01805
151.554,-0.534295,173.705,162.496,-1.41484,354.879,22.8232,341.231,2.4304,1.02811,726.427,0,0.35498,0.16691,0.558594,225.284,1.61961
224.312,-0.817571,303.55,335.814,0.667784,422.799,88.1194,369.28,1.93602,1.48597,127.099,0.367318,0.478077,0.535773,0.611461,63.1604,0.609025
175.938,0.193989,179.259,201.916,-1.49115,471.712,21.9499,195.305,1.31214,3.15413,697.511,0.621732,0.788893,0.29751,0.652457,370.516,3.10112
244.299,-1.04585,390.537,217.19,-0.966407,327.256,18.1069,261.582,1.4497,3.13385,105.611,0.469658,0.475456,0.184453,0.499032,456.92,0.873195
145.958,1.38455,309.685,221.978,1.40948,481.711,14.9296,90.6674,2.41219,3.12887,624.761,0.0728795,0.655116,0.525268,0.543644,326.359,2.93336
97.2113,-1.22944,180.413,170.839,0.0634867,173.837,30.2573,86.7751,0.504836,3.05341,1445.32,0.270699,0.486589,0.652467,0.70313,303.268,1.56337
161.221,-0.448161,177.685,277.308,1.03276,442.757,58.9324,578.468,1.7634,1.48293,1310.41,0.240044,0.377194,0.368985,0.577849,118.692,1.58386
125.864,1.10111,210.193,340.471,1.14604,596.189,88.2155,422.388,3.05662,0.144301,358.17,0.273983,0.361101,0.271662,0.427679,255.272,3.47552
135.889,-0.154059,137.505,300.002,-0.690021,375.415,28.9024,528.856,1.57051,2.46752,501.65,0.117889,0.694654,0.670045,0.817011,261.486,1.32295
130.669,-0.251369,134.819,218.052,1.55411,539.02,14.2602,97.0023,0.608164,1.80782,966.392,0.0630911,0.0897219,0.46073,0.526321,248.262,1.77735
196.803,0.454943,217.524,229.679,2.04093,899.061,15.7188,292.045,1.94775,1.60795,593.601,0,0.476259,0.48301,0.625342,152.365,1.35148
110.817,1.11222,186.723,376.013,-0.897755,539.103,34.5578,526.337,1.0873,3.22866,581.42,0.352849,0.359226,0.275955,0.377702,142.746,0.790908
193.562,-0.318811,203.483,595.432,0.600841,711.993,90.7745,1044.1,2.84746,2.71045,475.214,0.411654,0.47518,0.767945,0.792281,97.3978,0.648381
193.308,0.387366,207.994,488.99,-0.827798,666.842,26.409,466.53,1.82486,1.22149,1162.3,0.324213,0.608246,0.45707,0.530198,162.923,1.71355
186.401,0.319703,196.009,181.514,0.361464,193.78,10.3788,107.689,1.19202,2.58214,512.517,0.216787,0.267724,0.401738,0.596631,143.176,0.65553
254.717,0.910924,367.91,396.898,0.586768,468.254,31.3032,234.805,1.14055,2.68342,986.813,0,0.581446,0.244271,0.497123,329.813,1.90478
120.538,0.638978,145.994,265.282,0.790126,355.261,44.3041,317.2,3.20135,0.456359,83.8964,0.446649,0.685041,0.449925,0.747506,149.155,1.87922
131.244,-0.125754,132.283,227.653,1.23225,423.716,13.5629,505.282,1.74118,1.47215,646.978,0.429189,0.643226,0.551714,0.826019,83.2692,0.602909
153.94,2.18922,695.83,215.172,-1.25243,407.48,15.7245,395.66,0.635493,1.99608,1022.9,0,0.397469,0.583952,0.623406,184.835,2.12039
309.324,0.224219,317.132,396.401,0.78125,531.624,91.7129,169.859,0.784786,3.0029,337.749,0.0986249,0.130673,0,0.37298,847.974,2.66267
117.745,0.789628,156.4,193.111,0.514331,219.946,17.8419,384.241,1.40006,0.433831,933.989,0.407154,0.471734,0.189825,0.341468,141.207,2.78335
321.815,-1.21118,588.161,138.86,-1.5526,343.272,20.3823,96.8689,0.698225,0.486792,1722.67,0.218202,0.275119,0.312774,0.394566,555.19,0.523227
300.465,0.70773,378.907,347.533,-1.46891,795.356,26.1695,642.54,1.60209,3.42995,796.168,0.11921,0.576332,0.616692,0.713623,333.488,2.24992
144.913,1.58646,368.881,242.918,0.632286,293.239,8.52603,289.553,3.04568,0.984751,574.945,0.407574,0.4716,0.152583,0.176312,128.31,1.23516
171.423,1.43446,380.185,130.407,0.892914,186.229,10.3701,199.107,1.74892,1.07259,224.053,0,0.35479,0.254199,0.755479,263.819,1.05164
120.956,0.0943396,121.495,185.992,-0.967094,280.574,18.5079,326.203,2.44898,1.06145,156.251,0.34891,0.358125,0.650459,0.788756,151.172,2.03249
151.207,-0.900564,216.781,164.315,-0.720448,210.028,22.3539,145.604,0.957573,2.8789,218.393,0.271039,0.611968,0.417017,0.677047,181.014,2.86125
157.664,1.06501,255.857,556.267,-0.297566,588.704,94.4591,792.516,2.83452,1.47909,1064.33,0.245196,0.434689,0,0.774669,25.8765,0.00992175
114.405,0.158109,115.838,344.027,0.586635,405.504,21.3687,598.605,3.97218,0.435915,236.877,0.363229,0.577469,0.376405,0.481439,105.748,1.46014
186.925,-0.239341,192.305,157.044,-0.196854,161.182,18.6753,78.6729,0.941279,0.149613,86.9078,0.0571723,0.395957,0,0.221612,178.936,1.75525
213.894,0.96759,322.081,111.976,1.09711,186.62,9.0164,355.482,3.05471,0.181232,91.3969,0.599246,0.617714,0.679581,0.727982,239.196,1.65149
354.009,-0.78067,467.474,552.935,0.0561392,554.945,35.5298,311.22,0.709646,3.17265,552.687,0.306847,0.42571,0.714128,0.83024,258.909,2.05835
166.829,-0.0803776,167.369,221.689,-1.79076,685.348,57.908,585.11,3.86802,1.72003,579.529,0.357901,0.542195,0.685621,0.729762,177.944,1.53028
116.219,1.10901,195.32,179.474,-1.00628,278.612,13.7441,187.579,1.14427,3.75177,527.033,0.378698,0.432408,0.538156,0.589318,158.915,1.91505
142.628,-1.01913,223.335,95.6149,-0.918759,139.495,12.9837,176.203,1.43237,0.104962,917.617,0.335679,0.390693,0.243054,0.368103,141.55,1.11895
126.081,-0.420687,137.403,244.059,0.575654,287.012,28.1797,338.437,0.393397,2.72386,1884.07,0.197156,0.226696,0.426053,0.628583,586.109,1.88129
126.073,1.29564,247.546,155.118,1.15179,270.191,12.53,234.942,2.80812,0.429722,170.896,0.567432,0.713906,0.251505,0.543609,201.176,2.61836
195.788,-0.528791,223.805,520.63,0.892899,746.195,75.8341,1029.67,3.92924,3.3646,579.408,0.179371,0.495972,0.69593,0.741126,380.101,3.1049
169.921,-0.847056,234.614,202.504,0.133619,204.738,13.1584,267.798,2.24814,3.21058,144.069,0.286487,0.448138,0.0781316,0.173852,704.537,2.27159
123.412,-2.09778,510.36,159.521,-0.254624,166.122,21.5344,197.926,1.75865,1.9033,2412,0.389442,0.521454,0.196376,0.429911,1973.11,3.80227
231.61,1.70715,659.463,338.987,1.0097,528.005,32.9816,279.014,0.761215,3.19285,1341.44,0.146544,0.253538,0.624109,0.801669,127.6,0.143502
353.765,-0.628302,425.919,254.233,-0.797307,339.71,14.1913,68.5808,0.688944,0.173656,1089.92,0.337882,0.568552,0.370318,0.393489,333.97,2.58679
139.839,-1.564,348.7,245.377,-0.773912,324.235,32.5009,238.444,2.62644,0.790218,268.815,0.509361,0.515684,0.543957,0.651026,155.126,1.87832
189.593,-2.0807,771.162,234.839,0.537875,270.882,25.9535,304.143,0.352079,4.06917,718.258,0.445466,0.601943,0.207642,0.409663,205.425,0.617832
187.694,0.0574158,188.004,291.21,-0.54303,335.46,12.8857,384.585,2.24416,0.816361,738.215,0.0909157,0.114625,0.375283,0.703735,303.277,1.76092
287.791,-0.777852,379.334,335.121,-0.711197,429.175,69.523,216.63,1.40262,3.03416,980.442,0.110303,0.444012,0.610411,0.687812,218.998,1.90864
221.352,2.11596,931.675,170.064,1.73625,498.035,20.1947,128.126,1.10252,2.95898,1759.95,0.30559,0.343884,0.201537,0.408089,192.427,2.33821
192.187,-1.6147,502.12,137.066,-0.241052,142.169,17.6592,194.414,2.39368,2.77431,430.564,0.485341,0.6971,0.212577,0.494533,242.389,2.57922
150.54,-1.99336,562.748,107.328,-0.357774,115.177,14.4188,70.3822,2.91787,3.47711,396,0.532149,0.611436,0.470424,0.587501,267.005,3.51885
484.947,1.68679,1354.76,382.409,1.44748,859.051,41.6868,135.336,0.863156,0.293078,1927.15,0.618903,0.761575,0.468907,0.570366,252.439,2.42001
174.262,1.20124,315.853,441.7,0.893405,630.358,20.6801,538.871,0.580285,0.309264,341.78,0.453244,0.486839,0.124826,0.574766,136.536,1.4005
143.747,1.00585,222.805,328.744,0.590022,389.745,40.3948,483.702,2.6273,2.47692,611.451,0,0.358319,0.461409,0.715914,4.80436,0.00404724
124.138,2.09825,513.595,137.581,1.48971,320.804,9.98161,529.869,2.86506,1.86324,236,0.25019,0.426726,0.238614,0.406132,123.124,0.248427
268.055,-0.143104,270.804,202.428,0.960779,309.266,60.6045,140.445,1.33096,3.28427,293.429,0.354633,0.382935,0.385619,0.687674,180.824,1.96889
131.931,-1.84823,429.176,164.474,-0.80887,221.966,17.4662,135.234,1.17361,1.12547,1054.85,0.377371,0.58241,0.330644,0.6384,209.456,2.66872
254.379,0.664717,312.677,108.923,-2.84211,937.371,11.739,250.633,2.26448,2.68125,131.413,0.374982,0.512162,0.344677,0.585735,144.372,1.58746
136.628,-0.565121,159.032,200.172,0.324042,211.729,20.0848,367.167,2.76803,2.62573,1646.69,0.0570885,0.528019,0,0.572348,472.284,2.00032
247.257,-1.35168,509.686,174.066,-0.89729,249.523,16.6328,87.6012,0.540526,0.472018,693.319,0.115203,0.38383,0.325177,0.556565,44.1529,0.00510349
197.348,-0.703535,248.236,121.77,-0.747325,157.465,4.94947,174.906,1.27101,2.71849,466.69,0.479709,0.51257,0.196375,0.493706,273.707,2.66984
310.913,0.612552,371.09,613.126,0.556135,715.948,88.8739,1071.33,0.457011,2.53055,850.697,0.152461,0.547676,0.566077,0.633822,459.01,3.23535
189.987,-0.684329,236.236,226.751,0.11003,230.202,30.851,234.909,2.0266,0.834624,299.281,0.226926,0.373864,0.27005,0.6225,152.847,1.48576
133.559,1.71281,382.306,160.342,0.834458,219.711,10.0244,84.7529,0.81131,2.82655,1501.85,0.121865,0.400716,0.0951193,0.128336,128.129,1.76113
161.337,0.19105,164.291,377.065,0.103781,383.196,55.8991,626.887,0.938578,2.39228,138.787,0.309558,0.625407,0.585993,0.642187,2.24635,0.0138964
279.243,1.59033,713.355,219.137,0.419318,240.992,33.2538,224.763,1.78076,1.21554,506.435,0.366963,0.471779,0.0852653,0.457798,502.35,3.42167
140.188,-0.938681,206.62,291.715,0.588189,343.815,10.69,475.081,1.13002,3.29754,932.295,0,0.281497,0.54801,0.55015,628.071,2.64686
171.454,-0.485946,192.099,382.732,-0.290509,399.387,17.6614,783.643,0.830985,2.01977,72.8849,0.182299,0.639602,0.146441,0.389923,164.49,0.311257
151.283,-0.158708,153.192,118.048,-1.47723,272.244,10.4087,158.957,1.68955,3.19345,720.781,0.21698,0.462873,0.174664,0.550048,100.772,1.3442
191.344,-2.48935,1161.11,823.145,-0.4009,891.198,42.5066,1247.95,3.09671,2.13093,1605.03,0.246599,0.39429,0.343133,0.5243,927.557,2.31512
312.437,0.220748,320.08,419.811,-0.690652,529.801,78.3189,371.632,1.78158,3.13201,164.735,0,0.185398,0.538245,0.815118,123.087,1.18418
245.048,-1.85858,805.047,201.416,-1.37061,422.623,20.2785,332.566,1.81569,0.610886,1474.34,0.135055,0.409178,0.484869,0.692742,139.589,2.11245
284.643,1.48894,662.931,306.548,0.316691,324.224,37.4909,206.461,1.05942,1.21645,281.367,0.426809,0.764357,0.287359,0.749317,377.601,2.59294
227.184,0.175849,230.705,456.364,-0.366903,492.891,73.1844,574.214,1.31245,2.86172,231.993,0.25983,0.299201,0.152707,0.497585,401.867,3.28217
401.708,-0.078966,402.961,477.975,-0.0404505,486.373,87.8897,349.275,1.99218,0.190426,260.176,0.0433937,0.0684201,0.0722386,0.190607,483.133,2.56803
528.328,-0.859845,735.966,290.982,-0.907642,420.359,29.8655,258.559,1.04316,0.383795,3489.68,0,0.339311,0.223025,0.505368,318.902,2.61593
178.762,2.04399,701.716,311.314,0.695941,391.272,33.9528,411.214,1.18784,2.83659,1510.99,0.127071,0.187454,0.442053,0.82097,21.7375,0.0118084
150.419,-0.202847,153.524,131.879,0.292263,138.443,15.6841,85.0536,1.07254,0.517908,106.5,0.118735,0.465548,0.532309,0.899793,139.615,0.783422
156.44,-0.897133,223.733,170.339,-0.11557,174.025,29.6646,139.487,0.899827,3.13923,709.989,0.252884,0.381869,0.372669,0.75071,820.547,1.36487
125.438,2.17457,558.951,225.039,1.64764,606.362,15.4201,171.021,2.06569,0.604475,1577.53,0.353056,0.541002,0.445089,0.72535,119.592,1.69314
132.1,-1.22873,245.016,138.124,-0.0567609,139.187,15.2721,292.722,1.65991,2.18357,99.2704,0,0.0707639,0.679274,0.781699,217.707,1.88817
408.622,1.10338,683.643,464.032,-0.855671,644.826,19.5685,639.53,2.85835,3.09597,660.922,0.291955,0.396417,0.259868,0.415435,286.695,0.500727
202.406,-0.0777685,203.018,156.329,-0.140203,160.763,30.3738,100.3,0.912981,3.09872,401.832,0.416826,0.428027,0.206639,0.532524,167.063,0.939835
259.35,-0.105808,260.803,260.073,-1.0251,413.698,61.4235,158.467,1.15448,0.935361,383.228,0.253369,0.497761,0.515792,0.743806,255.507,2.21421
205.387,0.694723,256.977,145.573,0.367702,157.107,22.2329,271.936,1.5139,1.68057,61.0166,0.234771,0.436112,0.69691,0.756468,234.862,3.05805
542.763,-0.862264,757.35,277.143,-2.78227,2247.36,18.3313,650.944,2.31074,3.36626,2806.43,0.0615537,0.291482,0.160369,0.680682,869.368,3.12302
232.504,-1.66685,637.557,127.408,1.3547,263.996,18.782,261.054,3.17791,4.23661,86.3886,0.175165,0.281336,0.419178,0.429181,608.355,0.985466
457.977,0.371237,489.9,586.329,0.611778,700.673,40.2188,379.736,1.9158,0.432487,589.179,0.224977,0.385463,0.41578,0.58245,290.041,1.45015
186.355,-1.50857,441.801,119.312,0.490848,136.112,24.0243,101.429,0.976302,3.33199,348.225,0.403417,0.426758,0.401542,0.407006,145.552,0.830683
199.96,-1.03153,316.119,364.527,0.430347,400.89,40.826,631.405,2.03533,1.46729,168.801,0.217064,0.226774,0.527113,0.550834,187.252,0.78054
181.426,-1.74159,533.541,249.633,-0.677959,310.648,29.6087,343.78,2.73016,2.90473,604.911,0.115744,0.580348,0.371897,0.544866,329.901,3.30165
176.537,1.51746,421.914,211.368,-0.00165932,211.938,15.522,102.175,0.790688,3.21787,76.61,0.199248,0.498569,0.216908,0.227491,147.653,1.76871
159.925,-1.18701,286.456,279.714,-0.179547,288.262,48.0144,497.388,2.79101,3.25995,107.554,0.132062,0.363293,0.43115,0.648778,14.619,0.188634
197.549,-2.319,1013.8,134.68,1.81601,425.307,18.3029,142.377,1.0313,3.21601,217.212,0.512459,0.550898,0.726073,0.734924,174.809,2.22523
129.853,-1.15632,226.779,126.63,1.26165,242.149,17.5724,69.6472,0.753639,3.87937,334.544,0.219112,0.507858,0.651787,0.847162,116.882,0.853258
133.442,1.28802,260.306,253.179,0.0813288,257.103,39.7188,385.916,0.432011,3.34938,110.8,0.30429,0.413181,0.435408,0.469283,156.861,2.1652
215.579,1.72752,625.654,611.379,1.64658,1647.16,80.2943,942.602,2.83688,2.37135,2813.95,0.068994,0.378716,0.361565,0.727749,63.2934,0.0349054
125.43,-1.14952,217.839,171.955,0.170829,176.649,27.6579,297.051,0.22866,1.34776,947.094,0.202746,0.401044,0.522445,0.674123,643.064,2.17217
190.722,-1.51276,453.872,322.94,1.79524,999.329,24.9554,388.729,3.03739,3.12124,159.08,0.425707,0.603178,0.423026,0.610351,402.265,3.0922
360.799,1.21586,662.004,586.273,1.25542,1113.85,59.8126,952.615,2.23134,0.627162,1465.72,0.0544853,0.24378,0.390982,0.444817,93.9872,0.815844
116.055,-2.1575,508.616,216.197,1.83392,693.91,12.7599,380.621,2.152,1.10672,189.823,0.131397,0.213124,0.398696,0.63031,110.557,1.5539
130.966,-0.330943,138.204,176.476,0.960223,265.091,20.722,79.5062,0.728415,1.29117,131.303,0.157262,0.306494,0.486484,0.747533,94.1482,1.42607
278.766,-1.71575,800.15,271.593,-1.96445,987.598,19.7383,206.326,2.25129,2.94712,1937.26,0.374126,0.537832,0.387915,0.481208,119.455,2.05177
313.352,2.04545,1231.78,396.891,1.66245,1086.4,73.9214,541.546,1.79755,3.0938,1473.98,0.187448,0.299979,0.427777,0.501909,1988.06,2.66499
128.512,0.228695,131.888,205.803,1.91523,713.894,16.4737,166.843,2.57491,1.69689,1326.6,0.0358878,0.17741,0.256511,0.562659,116.337,1.58332
104.142,0.271017,107.99,273.259,0.67578,338.684,20.4681,623.939,1.53645,3.07475,2466.25,0.0822221,0.565013,0.568107,0.704821,169.279,1.47897
230.844,0.369774,246.806,242.803,-1.62828,643.653,40.4387,209.766,1.13718,3.16359,1224.46,0.36328,0.465902,0.623758,0.695266,608.968,2.25089
142.552,0.396321,153.894,298.471,0.325153,314.792,15.9371,245.784,1.18054,0.682305,681.6,0.0920646,0.110982,0.358115,0.602192,315.193,3.89468
240.197,-0.0968254,241.324,154.341,1.13994,266.962,23.0764,177.892,1.15785,1.43335,666.501,0.0230045,0.324994,0,0.488213,200.973,2.12806
256.687,-0.671974,316.854,269.508,0.143265,276.296,46.9403,361.757,1.32516,1.46174,1004.97,0,0.0682774,0.615617,0.753899,210.355,1.32118
144.952,-1.19192,260.699,220.109,1.29713,433.776,29.8813,311.785,0.769146,3.55656,116.092,0.662859,0.768733,0.544882,0.716062,393.006,2.62915
144.498,2.36942,779.185,139.257,0.85383,193.835,15.9515,236.676,1.24224,2.77334,439.543,0,0.503011,0.207556,0.668525,317.412,2.74233
128.54,0.24294,132.352,123.45,0.871185,174.374,18.9918,225.908,0.705155,2.82167,332.732,0.163431,0.603831,0.568172,0.768166,137.435,1.232
147.045,-0.743675,189.615,125.48,-1.01913,197.389,18.891,111.568,1.18857,0.34846,383.983,0.549929,0.602827,0.219541,0.342923,125.455,1.71891
261.242,0.117878,263.059,160.252,-1.28034,311.803,27.9027,298.578,1.73276,3.09921,453.733,0.17869,0.356408,0.284345,0.437585,245.571,1.37568
184.401,1.64511,495.538,134.621,1.75045,399.862,22.7682,83.1083,0.75438,0.127925,1044.12,0.17112,0.436372,0.240179,0.744048,201.475,3.08929
174.274,1.29905,343.199,254.631,0.364488,273.563,31.5877,281.931,1.58299,3.16974,833.872,0.213615,0.598211,0.590213,0.705505,254.16,2.29568
221.833,2.25149,1065.59,153.604,0.466854,172.346,24.1253,207.641,1.97131,3.40914,1956.79,0.220224,0.500195,0.347231,0.559188,108.988,1.22511
166.262,-0.730292,212.603,238.104,0.425342,260.3,13.1323,228.271,1.8138,2.95655,637.963,0.178555,0.482245,0.301454,0.51148,154.053,0.308155
153.662,-0.308779,161.046,354.926,1.36571,743.217,61.414,183.378,2.05612,1.6807,803.419,0.391661,0.478104,0.136867,0.55256,180.492,2.97899
207.371,2.11707,873.779,207.225,1.46232,471.256,7.53933,379.259,2.86399,0.661442,1312.87,0,0.119699,0.248601,0.425898,345.975,3.10367
186.054,0.241152,191.49,171.967,0.359597,186.788,36.4018,89.8488,1.01997,3.04808,433.009,0.378232,0.463442,0.295906,0.541613,153.102,0.878606
202.562,-2.47941,1217.2,334.587,-1.36001,697.236,58.8449,225.555,1.08701,1.20111,1806.62,0.333736,0.40579,0.184879,0.289423,398.462,3.15587
122.643,-0.447232,135.115,153.55,-0.530774,176.627,18.1453,185.651,2.26826,3.00461,224.499,0.436048,0.561568,0.534609,0.759322,186.757,2.28133
153.172,-1.84868,498.489,392.115,0.530514,456.69,85.5758,729.938,4.32843,2.3919,1102.06,0.143604,0.382672,0.427274,0.527971,299.453,2.92934
178.543,0.96696,268.723,444.015,-0.930013,658.148,101.462,1221.25,3.63621,1.94859,272.552,0.168064,0.499406,0.222659,0.322297,166.959,0.640108
267.002,0.606956,317.711,100.109,-0.0459775,101.303,14.8097,140.439,1.3652,1.03736,616.81,0,0.170872,0.160067,0.276613,170.377,2.15738
153.987,-0.990095,235.833,147.226,1.33734,301.534,33.0922,136.161,1.74506,3.72626,62.9766,0.228328,0.447736,0.394031,0.428065,377.446,3.2849
139.181,-0.567672,162.215,347.88,1.35054,717.147,32.9628,461.75,3.13775,1.92122,814.967,0.225351,0.3007,0.36734,0.543594,87.6044,1.0669
272.25,-0.576725,318.796,460.139,0.0838646,464.085,46.4229,390.455,2.06023,0.678427,333.069,0.320813,0.645649,0.383974,0.635461,359.223,3.09304
100.14,0.855299,139.056,238.903,0.393251,258.362,19.6327,432.028,2.43675,0.472143,302.15,0.327655,0.703205,0.388991,0.610483,73.3792,0.601105
299.568,-0.406484,324.659,185.321,-0.43379,209.452,51.4582,236.549,1.79794,0.801418,538.403,0.0660597,0.391838,0.662417,0.726228,482.019,2.93425
141.769,-1.14843,245.995,283.733,-1.22307,523.83,8.61003,353.512,0.766823,0.129384,1292.66,0.0874319,0.096439,0.27849,0.819636,141.319,0.412906
121.789,-1.27887,235.718,234.648,-1.08382,386.662,11.374,286.218,2.60195,2.36157,488.249,0.33115,0.389648,0.0607563,0.605934,144.353,1.89086
129.164,0.127677,130.218,187.512,-1.22266,346.175,10.3448,186.02,1.65999,2.92731,433.483,0.448155,0.579629,0.193469,0.638308,132.327,1.93406
186.762,1.43577,414.688,286.568,0.508318,330.608,63.7926,371.92,0.553158,2.73846,419.963,0,0.224903,0.606499,0.612893,340.151,3.33009
270.763,1.22859,502.146,223.151,0.927109,326.525,16.2205,159.708,1.46705,0.368552,952.249,0.2737,0.52072,0.307294,0.51382,203.2,2.29778
159.432,-0.464749,176.962,200.924,-0.0280163,202.643,25.7335,141.564,0.99931,0.441521,182.782,0.294213,0.297082,0.469807,0.540664,36.7322,3.05594
202.312,1.18478,361.713,262.381,0.755106,341.222,16.8287,206.222,1.71771,2.99741,1707.93,0.151193,0.315945,0.15995,0.419479,197.408,2.19696
151.597,0.433797,166.086,147.224,0.41531,161.609,22.0049,197.071,1.35844,2.94244,682.917,0.279531,0.352219,0.482147,0.556479,182.732,3.03918
186.172,0.879369,262.914,122.929,-1.39706,264.379,18.6404,134.294,1.07126,3.65895,106.777,0.422726,0.676137,0.576652,0.85556,316.961,3.31113
134.847,-1.28349,262.025,131.118,-1.92432,458.901,14.1619,78.2963,1.17008,0.646929,1106.26,0.286321,0.40401,0.533267,0.817094,115.824,2.10516
146.795,-0.490596,164.818,204.691,-0.0181948,209.472,44.3434,136.546,1.39348,2.82739,185.423,0,0.375587,0.455027,0.465967,146.444,1.07165
196.903,1.10409,329.614,456.473,-0.0738247,463.005,69.7734,510.753,2.23338,1.45868,528.503,0.500787,0.502199,0.433056,0.463431,188.028,3.05382
150.979,-0.173805,153.265,128.934,-0.0919575,132.147,26.4167,62.8837,0.671852,2.90018,532.315,0.0634581,0.194865,0,0.72596,31.5338,0.0322969
408.54,-0.171635,414.573,612.367,-0.929923,897.186,26.9932,2300.47,3.21311,2.73651,1873.06,0.157572,0.386231,0.407305,0.422789,122.873,1.09977
141.32,-1.13342,242.236,119.677,-1.55392,295.919,11.7881,289.246,2.71165,0.421132,556.645,0.11893,0.475369,0.445157,0.454499,224.782,2.31975
170.951,-1.52084,409.821,99.5755,-0.775493,132.482,19.4403,85.4423,1.19919,2.83627,955.553,0.0805896,0.424297,0,0.46496,175.705,2.94674
160.778,-0.282186,167.222,185.089,-1.13,317.043,20.4952,152.689,1.72187,0.965614,121.582,0.3556,0.461131,0.445388,0.837129,227.89,2.53172
397.883,-0.639127,481.951,375.888,0.668241,463.9,29.1322,227.443,0.929177,3.27023,1731.45,0.10355,0.749993,0.38464,0.500296,546.668,2.45004
267.467,1.51671,638.797,169.296,-0.125736,172.132,22.6372,87.9184,0.638704,3.26324,227.319,0,0.107871,0.17386,0.56471,135.481,1.79422
206.091,0.986932,314.878,381.343,-0.374715,413.573,65.0203,331.613,0.858971,2.8226,692.89,0.16253,0.487982,0.469712,0.592729,389.3,2.62937
279.688,1.15872,489.42,239.131,1.86388,790.803,43.9158,411.414,0.407943,3.17487,967.192,0.410737,0.565106,0.482588,0.577124,569.648,3.21068
196.89,-1.88346,662.363,298.873,-0.754916,392.857,60.5748,294.379,3.02862,1.14978,829.86,0,0.381012,0.146108,0.34082,288.681,2.43708
144.76,1.65422,392.316,168.602,-0.144377,170.71,10.8787,203.514,2.89787,3.52023,1086.27,0.167379,0.299164,0.114929,0.501306,153.992,1.18419
218.169,-0.972541,329.739,177.185,-0.306731,187.555,27.1045,82.9508,0.642324,0.669738,1698.33,0.0793709,0.201422,0,0.807145,16.936,0.0135125
138.186,0.144676,139.635,385.484,2.02441,1485.66,49.7149,558.604,0.988395,2.96652,2858.51,0.289072,0.389238,0.690237,0.772302,577.202,1.22812
170.113,2.01851,651.531,157.454,0.932285,231.796,19.41,92.6695,0.69999,1.16266,2658.92,0.126702,0.358924,0.328372,0.495879,192.398,2.04385
